user_id,age,churn_date,city,first_name,last_name,reg_date,tariff
1418,30,,Новосибирск,Мстислав,Ахматов,2018-10-23,smart
1419,19,,Новороссийск,Эльмира,Яшина,2018-07-19,smart
1420,53,,Сочи,Анатолий,Корольков,2018-09-19,smart
1421,30,,Калининград,Гайдар,Александрович,2018-02-22,smart
1422,60,2018-12-21,Москва,Клара,Устинова,2018-10-12,smart
1423,50,,Астрахань,Леон,Силин,2018-01-23,smart
1424,27,,Москва,Розалия,Ёрохова,2018-06-20,ultra
1425,51,,Пермь,Вадим,Фомин,2018-02-27,smart
1426,56,,Оренбург,Арина,Богданова,2018-09-04,smart
1427,24,,Казань,Ириней,Азаров,2018-04-03,smart
1428,42,,Новосибирск,Камилла,Добрынина,2018-08-25,smart
1429,54,,Санкт-Петербург,Джулия,Белякова,2018-01-26,smart
1430,22,,Тверь,Андрей,Авроров,2018-04-23,ultra
1431,70,,Уфа,Елена,Тимофеева,2018-03-16,smart
1432,48,,Улан-Удэ,Анвар,Кочетков,2018-08-04,smart
1433,71,,Подольск,Клариса,Алёшкова,2018-01-05,smart
1434,73,,Москва,Карина,Субботина,2018-12-14,smart
1435,32,,Москва,Евфросинья,Азимова,2018-02-17,smart
1436,75,,Москва,Радим,Ерофеев,2018-04-04,ultra
1437,73,,Казань,Лилия,Селезнева,2018-08-03,smart
1438,24,2018-12-24,Екатеринбург,Нателла,Бородина,2018-10-05,smart
1439,62,,Орёл,Евгения,Афонина,2018-06-30,smart
1440,51,,Москва,Арсений,Матвеев,2018-05-28,ultra
1441,62,,Самара,Леонтий,Белозёров,2018-11-07,smart
1442,48,,Ульяновск,Клавдия,Ковалева,2018-11-13,ultra
1443,21,,Казань,Иван,Афинин,2018-09-17,smart
1444,35,,Нижний Новгород,Иулиан,Воронин,2018-11-07,smart
1445,40,,Москва,Рауль,Иванов,2018-12-29,smart
1446,64,,Липецк,Антонина,Артемчук,2018-08-31,smart
1447,25,,Москва,Александра,Алешина,2018-09-13,smart
1448,42,,Кострома,Ростислав,Дроздов,2018-09-16,smart
1449,55,,Москва,Дана,Новикова,2018-07-16,smart
1450,53,,Москва,Алиса,Козлова,2018-10-10,smart
1451,58,,Набережные Челны,Виктория,Завьялова,2018-08-27,smart
1452,74,,Москва,Эмилия,Абалдуева,2018-06-19,ultra
1453,50,,Москва,Кузьма,Акуленко,2018-01-01,ultra
1454,29,,Томск,Адам,Алешин,2018-03-08,smart
1455,38,,Балашиха,Рубен,Авринский,2018-03-22,ultra
1456,40,,Санкт-Петербург,Мануэла,Андропова,2018-08-25,smart
1457,35,,Саратов,Татьяна,Авчинникова,2018-03-14,smart
1458,36,,Барнаул,Роберт,Азаров,2018-02-13,ultra
1459,31,,Магнитогорск,Леон,Ёрохов,2018-10-10,smart
1460,64,,Ижевск,Арина,Абашкина,2018-04-06,smart
1461,53,,Москва,Ангелина,Фетисова,2018-11-21,ultra
1462,72,,Тольятти,Алёна,Абрамычева,2018-10-29,smart
1463,74,,Санкт-Петербург,Ринат,Авринский,2018-11-16,ultra
1464,44,,Саранск,Антонина,Авросинова,2018-02-17,smart
1465,41,,Омск,Пётр,Ёркин,2018-04-14,smart
1466,37,,Новосибирск,Рубен,Шевцов,2018-02-28,ultra
1467,66,,Киров,Исак,Александрюк,2018-11-24,ultra
1468,29,,Тамбов,Иван,Авдышев,2018-02-11,smart
1469,41,,Сочи,Аксён,Абалкин,2018-07-06,ultra
1470,23,,Новокузнецк,Эллада,Лосева,2018-10-19,smart
1471,35,,Вологда,Элеонора,Гаврилова,2018-02-26,ultra
1472,53,,Ярославль,Наида,Боброва,2018-01-18,smart
1473,18,,Красноярск,Николай,Лебедев,2018-08-05,ultra
1474,66,,Набережные Челны,Олег,Любимов,2018-11-11,ultra
1475,40,,Новокузнецк,Лидия,Фадеева,2018-01-09,smart
1476,50,,Москва,Валентина,Семенова,2018-04-30,ultra
1477,70,,Набережные Челны,Геральд,Серов,2018-04-24,smart
1478,75,,Грозный,Таира,Константинова,2018-07-16,smart
1479,40,,Хабаровск,Игорь,Богданов,2018-07-03,smart
1480,29,2018-09-26,Новокузнецк,Гелена,Емельянова,2018-02-14,smart
1481,70,,Москва,Клавдия,Чижова,2018-02-26,smart
1482,68,,Санкт-Петербург,Алина,Блохина,2018-02-28,smart
1483,28,,Ульяновск,Серафима,Борисова,2018-04-11,smart
1484,55,,Екатеринбург,Илзе,Абалдуева,2018-08-04,smart
1485,34,,Киров,Таисия,Сухова,2018-12-29,ultra
1486,35,,Нижний Новгород,Матвей,Моргунов,2018-10-31,smart
1487,72,,Кострома,Рудольф,Кириллов,2018-08-13,smart
1488,47,,Новороссийск,Вадим,Филатов,2018-11-07,smart
1489,35,,Санкт-Петербург,Павел,Гончаров,2018-08-15,smart
1490,30,,Москва,Радомир,Алесин,2018-04-03,smart
1491,56,,Челябинск,Радислав,Андрейкин,2018-04-25,ultra
1492,63,,Санкт-Петербург,Руслана,Артёменко,2018-06-26,smart
1493,71,,Красноярск,Таисия,Ахматулина,2018-11-24,ultra
1494,62,,Омск,Ренат,Андропов,2018-08-17,smart
1495,65,,Иркутск,Авксентий,Фокин,2018-08-28,ultra
1496,36,,Вологда,Трифон,Блохин,2018-01-27,smart
1497,32,,Челябинск,Каролина,Агеева,2018-10-09,smart
1498,68,2018-10-25,Владикавказ,Всеволод,Акимчин,2018-07-19,smart
1499,35,,Пермь,Гектор,Корнилов,2018-09-27,smart
